Pays,Année,geo,Population,Température,Code,CO2,Catastrophes_totales,Cold wave,Ground movement,Avalanche (wet),Flood (General),Flash flood,Storm (General),Blizzard/Winter storm,Landslide (wet),Heat wave,Forest fire,Tropical cyclone,Severe weather,Hail,Tornado
Togo,2017,tgo,8057140,27.77045177045177,TGO,10587359,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Tunisia,2017,tun,11650498,19.4572298325723,TUN,45173444,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Turkmenistan,2017,tkm,6507061,18.054185692541857,TKM,119054130,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uganda,2017,uga,40177388,22.71004566210046,UGA,60260084,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Ukraine,2017,ukr,45436041,9.507458143074581,UKR,307026080,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
United Arab Emirates,2017,are,9234327,29.687975646879757,ARE,264409940,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
United States of America,2017,usa,332204660,14.412997152731766,USA,6156777000,17,0,0,0,1,1,1,3,0,0,1,4,1,2,3
Uruguay,2017,ury,3388438,17.61552511415525,URY,42533440,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uzbekistan,2017,uzb,31819178,15.958904109589042,UZB,187371780,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zambia,2017,zmb,17441320,NA,ZMB,93954840,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Albania,2018,alb,2894231,16.720061728395063,ALB,9080747,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Algeria,2018,dza,42505035,18.010802469135804,DZA,276093860,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Argentina,2018,arg,44654882,17.485956790123456,ARG,418329300,4,0,0,0,2,1,1,0,0,0,0,0,0,0,0
Australia,2018,aus,25119706,17.36894429055094,AUS,662326500,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Austria,2018,aut,8841650,12.104972375690608,AUT,76058420,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bahamas,2018,bhs,392717,26.149845679012348,BHS,2857677,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bangladesh,2018,bgd,163523103,NA,BGD,230163570,3,1,0,0,2,0,0,0,0,0,0,0,0,0,0
Barbados,2018,brb,280711,26.19904076738609,BRB,1684008.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belarus,2018,blr,9480031,6.900725467735778,BLR,113872660,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Belgium,2018,bel,11428605,11.698522622345337,BEL,123929690,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Belize,2018,blz,380226,27.23024691358025,BLZ,6656966,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Benin,2018,ben,12383347,27.892768466790816,BEN,25587338,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brazil,2018,bra,206107261,22.025644978928977,BRA,2247929900,3,0,0,0,2,0,0,0,1,0,0,0,0,0,0
Bulgaria,2018,bgr,7024745,11.690212373037859,BGR,54037456,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Burundi,2018,bdi,11859446,NA,BDI,9353654,3,0,0,0,2,1,0,0,0,0,0,0,0,0,0
Canada,2018,can,37295005,3.7187500000000004,CAN,829358850,4,0,0,0,1,0,0,0,0,1,1,0,0,0,1
Central African Republic,2018,caf,4878657,25.82391975308642,CAF,28792400,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
China,2018,chn,1419008956,16.517727216672835,CHN,12279784000,20,0,2,0,7,0,0,3,0,0,0,8,0,0,0
Colombia,2018,col,49024465,13.875771604938272,COL,295660060,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Costa Rica,2018,cri,4957818,22.704938271604938,CRI,17060438,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Croatia,2018,hrv,4024868,13.60708758898174,HRV,22214674,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Cuba,2018,cub,11227118,24.387500000000003,CUB,42269480,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Cyprus,2018,cyp,1270737,NA,CYP,8683465,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Czechia,2018,cze,10548937,10.559710680209296,CZE,115775400,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Denmark,2018,dnk,5793824,9.700061557402279,DNK,52676452,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dominican Republic,2018,dom,10782053,26.47511737089202,DOM,41050320,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Ecuador,2018,ecu,17049547,25.545806251934387,ECU,75888020,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Egypt,2018,egy,105682094,24.286265432098766,EGY,351620300,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ethiopia,2018,eth,112664152,16.733978005309066,ETH,218033420,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Finland,2018,fin,5515736,6.674515235457064,FIN,89644350,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
France,2018,fra,65519543,13.321971477824793,FRA,395309470,5,1,0,0,2,0,0,0,0,1,0,0,1,0,0
Gabon,2018,gab,2212318,26.792859341335795,GAB,26290442,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gambia,2018,gmb,2399632,25.466448189762797,GMB,3410210.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Georgia,2018,geo,3794877,NA,GEO,9074229,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Germany,2018,deu,83368505,10.811755233494365,DEU,845216100,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Greece,2018,grc,10730844,NA,GRC,87120530,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Guatemala,2018,gtm,16845685,19.385329619312905,GTM,63174292,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Guinea,2018,gin,12704774,27.23444118605409,GIN,45385424,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Guinea-Bissau,2018,gnb,1922168,27.242901234567903,GNB,5002755,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Guyana,2018,guy,791556,NA,GUY,10134403,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Haiti,2018,hti,10962362,29.536175710594318,HTI,14188197,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Honduras,2018,hnd,9765210,21.015389350569407,HND,29627306,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Hungary,2018,hun,9774394,12.243151738996614,HUN,60612964,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Iceland,2018,isl,352854,5.192283950617284,ISL,5011956,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
India,2018,ind,1374659064,27.541839557399726,IND,3682077200,15,1,0,0,7,2,1,0,0,0,1,3,0,0,0
Indonesia,2018,idn,269951846,28.65010832559579,IDN,1782689800,12,0,4,0,4,2,0,0,2,0,0,0,0,0,0
Ireland,2018,irl,4872556,9.953959484346225,IRL,63811620,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Israel,2018,isr,8510067,NA,ISR,76153670,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Italy,2018,ita,60277499,15.56063404124346,ITA,403987620,3,1,0,0,0,1,0,0,0,1,0,0,0,0,0
Japan,2018,jpn,126913432,14.421493119737113,JPN,1185511200,7,0,2,0,1,0,0,0,0,1,0,3,0,0,0
Jordan,2018,jor,10462306,19.237919359803016,JOR,33222630,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Kazakhstan,2018,kaz,18932727,10.517022593624265,KAZ,398598850,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Kenya,2018,ken,50207107,19.366946778711487,KEN,95232480,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0
Democratic People's Republic of Korea,2018,prk,25931147,11.176725471990096,PRK,85883790,3,0,0,0,1,0,0,0,0,1,0,1,0,0,0
Republic of Korea,2018,kor,51640894,12.358024691358025,KOR,711171800,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Kuwait,2018,kwt,4323387,28.13564814814815,KWT,145786050,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Latvia,2018,lva,1927588,8.148096992019644,LVA,15808571,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Lebanon,2018,lbn,5984119,22.28591549295775,LBN,31362320,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Madagascar,2018,mdg,27494926,18.883977900552487,MDG,56140436,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Malawi,2018,mwi,18528081,NA,MWI,25794058,3,0,0,0,2,1,0,0,0,0,0,0,0,0,0
Malaysia,2018,mys,32910967,27.785493827160494,MYS,412980540,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Mauritania,2018,mrt,4337685,21.250000000000004,MRT,17195444,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mexico,2018,mex,124573711,19.983296331536103,MEX,737084000,4,0,1,0,0,1,0,0,0,0,0,2,0,0,0
Mongolia,2018,mng,3167706,-0.534104938271605,MNG,100041290,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Morocco,2018,mar,35839760,16.95718232044199,MAR,95554330,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mozambique,2018,moz,29018644,23.76192718141871,MOZ,75459384,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Myanmar,2018,mmr,52272247,27.750153468385513,MMR,217810030,4,0,0,0,3,0,0,0,1,0,0,0,0,0,0
Namibia,2018,nam,2577327,21.292534722222225,NAM,16917954,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nepal,2018,npl,28079689,18.251154201292707,NPL,57179230,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0
New Zealand,2018,nzl,4900847,15.87750076946753,NZL,87607600,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Nicaragua,2018,nic,6400080,27.380864197530865,NIC,37969450,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Nigeria,2018,nga,204938755,28.92595193508115,NGA,419457600,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Norway,2018,nor,5311752,6.055402087170044,NOR,74245610,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oman,2018,omn,4597877,28.651660280970628,OMN,110354320,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Pakistan,2018,pak,226928892,24.987226839027393,PAK,495661980,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Panama,2018,pan,4167860,26.60863509749304,PAN,20297338,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Peru,2018,per,31897584,NA,PER,141991900,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Philippines,2018,phl,109465287,28.375617283950618,PHL,270539200,8,0,0,0,1,0,0,0,0,0,0,7,0,0,0
Poland,2018,pol,38241071,10.720837180670976,POL,385929600,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Portugal,2018,prt,10325353,16.303324099722992,PRT,67253440,3,0,0,0,0,0,0,0,0,1,1,1,0,0,0
Qatar,2018,qat,2761142,29.39953703703704,QAT,182216290,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Romania,2018,rou,19597872,12.518262737875999,ROU,110894320,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0
Russian Federation,2018,rus,146430146,6.16033950617284,RUS,2543357700,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Saudi Arabia,2018,sau,30365121,27.804706790123458,SAU,776315600,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Senegal,2018,sen,15914498,23.884078212290504,SEN,29697708,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sierra Leone,2018,sle,7554563,NA,SLE,17291198,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South Africa,2018,zaf,58613001,17.122685185185187,ZAF,548069500,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spain,2018,esp,47092821,15.800593411090649,ESP,326443940,4,0,0,0,1,0,0,0,0,1,1,0,1,0,0
Sri Lanka,2018,lka,22253118,27.03048591767255,LKA,40761350,3,0,0,0,2,1,0,0,0,0,0,0,0,0,0
Suriname,2018,sur,599513,26.2344979540447,SUR,5876084.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sweden,2018,swe,10175405,8.371037242228379,SWE,74144260,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Switzerland,2018,che,8516344,11.4089320587933,CHE,44125000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Taiwan (Province of China),2018,twn,23659305,24.143055555555556,TWN,307758430,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Tajikistan,2018,tjk,9307333,16.475053565962657,TJK,19025148,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Thailand,2018,tha,71376079,NA,THA,449532900,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Togo,2018,tgo,8258778,27.713974478680363,TGO,10508737,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tunisia,2018,tun,11765514,19.602031394275162,TUN,44580850,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Turkmenistan,2018,tkm,6655524,18.583333333333336,TKM,119571500,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uganda,2018,uga,41565831,22.31990740740741,UGA,60745410,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ukraine,2018,ukr,45208907,9.401200369344414,UKR,316052200,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
United Arab Emirates,2018,are,9346870,29.644135802469137,ARE,259378430,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
United States of America,2018,usa,335056497,13.910647526387521,USA,6305474000,14,0,0,0,1,1,2,4,0,0,2,3,0,0,1
Uruguay,2018,ury,3394534,16.939506172839508,URY,41183550,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uzbekistan,2018,uzb,32373490,16.019082794706065,UZB,186094080,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zambia,2018,zmb,17973569,NA,ZMB,91212060,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Albania,2019,alb,2885010,16.482253086419753,ALB,8669044,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Algeria,2019,dza,43294546,18.329309811203963,DZA,280463360,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Argentina,2019,arg,44973465,17.261838440111422,ARG,436947200,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0
Australia,2019,aus,25482714,17.70876639445682,AUS,627437600,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Austria,2019,aut,8880876,12.173456790123458,AUT,77420050,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Bahamas,2019,bhs,394675,26.187867533271433,BHS,2931514.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Bangladesh,2019,bgd,164913055,NA,BGD,239427090,5,1,0,0,1,0,0,0,1,0,0,2,0,0,0
Barbados,2019,brb,281207,NA,BRB,1653329.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belarus,2019,blr,9435419,6.9373270067220245,BLR,113440060,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belgium,2019,bel,11490618,11.391055400804705,BEL,123582264,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0
Belize,2019,blz,385829,27.678427731352524,BLZ,8069144,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Benin,2019,ben,12726755,28.00665428659858,BEN,25522290,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brazil,2019,bra,207455459,23.086425479282624,BRA,2278086700,8,0,0,0,6,1,0,0,0,0,1,0,0,0,0
Bulgaria,2019,bgr,6975469,11.797895388424637,BGR,52629868,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Burundi,2019,bdi,12255336,NA,BDI,9046860,3,0,0,0,2,0,0,0,1,0,0,0,0,0,0
Canada,2019,can,37782935,3.0831412325188263,CAN,837691400,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Central African Republic,2019,caf,4944703,26.376636455186304,CAF,26421770,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
China,2019,chn,1423520357,16.662240792324358,CHN,12614095000,14,0,3,0,4,1,0,0,1,0,1,3,0,0,1
Colombia,2019,col,49907985,14.257195914577531,COL,267305420,6,0,0,0,5,0,0,0,1,0,0,0,0,0,0
Costa Rica,2019,cri,4999553,23.05834107087589,CRI,19261478,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Croatia,2019,hrv,3986334,13.642835035592697,HRV,23243748,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Cuba,2019,cub,11202846,24.861652739090065,CUB,39568700,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Cyprus,2019,cyp,1286671,NA,CYP,9179633,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Czechia,2019,cze,10554875,10.217424945837202,CZE,110530680,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Denmark,2019,dnk,5814618,9.612658619622408,DNK,49045180,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dominican Republic,2019,dom,10894043,27.246704331450097,DOM,43616480,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ecuador,2019,ecu,17340021,25.942410015649454,ECU,100489704,4,0,2,0,1,0,0,0,1,0,0,0,0,0,0
Egypt,2019,egy,107553158,23.241101826060046,EGY,357688200,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ethiopia,2019,eth,115737383,17.288344540505925,ETH,229835790,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Finland,2019,fin,5521759,6.598421541318477,FIN,87361860,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
France,2019,fra,65729459,13.457793209876543,FRA,384756860,8,0,1,0,2,0,1,0,0,2,0,0,1,0,1
Gabon,2019,gab,2267706,26.96564531104921,GAB,24771282,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gambia,2019,gmb,2456844,25.981688392302917,GMB,3565360.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Georgia,2019,geo,3796722,NA,GEO,10113027,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Germany,2019,deu,83559186,10.330438977327546,DEU,793774660,3,0,0,0,0,0,0,1,0,2,0,0,0,0,0
Greece,2019,grc,10718576,NA,GRC,76926250,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Guatemala,2019,gtm,17103803,19.832250077375427,GTM,64330810,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Guinea,2019,gin,13034346,27.592592592592595,GIN,46361656,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Guinea-Bissau,2019,gnb,1967696,27.77356429463171,GNB,4999879.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Guyana,2019,guy,807665,NA,GUY,11993037,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Haiti,2019,hti,11105163,28.542351046698872,HTI,14358154,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Honduras,2019,hnd,9943633,21.492920898738074,HND,32372508,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hungary,2019,hun,9770346,12.241720829464562,HUN,57338410,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Iceland,2019,isl,360700,5.780563293098112,ISL,4874751.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
India,2019,ind,1389030312,27.42361595044522,IND,3692700400,10,0,0,0,5,0,1,0,0,2,0,2,0,0,0
Indonesia,2019,idn,272489381,28.89879294336119,IDN,2103967900,18,0,5,0,8,3,0,0,2,0,0,0,0,0,0
Ireland,2019,irl,4933491,9.906994738471061,IRL,61721756,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Israel,2019,isr,8657474,NA,ISR,74870680,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Italy,2019,ita,60130136,15.279944289693594,ITA,391391500,4,0,0,0,1,0,0,0,0,1,0,0,2,0,0
Japan,2019,jpn,126699424,14.349324254616734,JPN,1146364700,10,0,1,0,3,0,0,0,0,2,0,4,0,0,0
Jordan,2019,jor,10671891,18.44707520891365,JOR,32614430,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kazakhstan,2019,kaz,19209555,11.73367378520582,KAZ,368733980,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenya,2019,ken,51202827,20.190787426081545,KEN,103484210,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Democratic People's Republic of Korea,2019,prk,26037632,11.831166821417519,PRK,93329140,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Republic of Korea,2019,kor,51767846,12.830547818012999,KOR,686979600,4,0,0,0,0,0,0,0,0,0,1,3,0,0,0
Kuwait,2019,kwt,4442194,27.55243445692884,KWT,147871780,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Latvia,2019,lva,1914263,8.528474156607862,LVA,15208214,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lebanon,2019,lbn,5794594,21.734636871508382,LBN,30900206,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Madagascar,2019,mdg,28219554,19.554781801299907,MDG,57310660,3,0,0,0,1,0,0,0,0,0,0,2,0,0,0
Malawi,2019,mwi,19025752,NA,MWI,27211740,3,0,0,0,2,0,0,0,1,0,0,0,0,0,0
Malaysia,2019,mys,33440596,28.318012999071495,MYS,412758660,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0
Mauritania,2019,mrt,4467708,NA,MRT,17123872,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Mexico,2019,mex,125762982,20.910028116213685,MEX,779877900,6,0,0,0,3,0,0,0,0,0,0,3,0,0,0
Mongolia,2019,mng,3232113,-0.5304012345679012,MNG,101840390,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Morocco,2019,mar,36210898,16.880222841225628,MAR,116358310,3,0,0,0,1,1,0,0,1,0,0,0,0,0,0
Mozambique,2019,moz,29884380,24.03946146703807,MOZ,70124970,5,0,0,0,3,0,0,0,0,0,0,2,0,0,0
Myanmar,2019,mmr,52640713,27.86095679012346,MMR,211462900,3,0,0,0,2,0,0,0,1,0,0,0,0,0,0
Namibia,2019,nam,2650494,22.26654004431782,NAM,16340752,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nepal,2019,npl,28414064,18.311419753086422,NPL,56241584,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0
New Zealand,2019,nzl,4989403,15.868152274837513,NZL,85998250,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nicaragua,2019,nic,6483657,27.853296193129065,NIC,38451190,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nigeria,2019,nga,209485641,28.940792540792543,NGA,441840700,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Norway,2019,nor,5347730,5.627514701330858,NOR,71831624,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Oman,2019,omn,4591241,26.57037037037037,OMN,111888300,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Pakistan,2019,pak,230800899,23.671858774662514,PAK,499773980,10,0,1,0,5,3,1,0,0,0,0,0,0,0,0
Panama,2019,pan,4234700,27.003095017022595,PAN,24294020,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Peru,2019,per,32449303,NA,PER,140647570,5,0,1,0,3,0,0,0,0,0,1,0,0,0,0
Philippines,2019,phl,110804683,28.600742804085424,PHL,272290940,15,0,7,0,1,0,0,0,0,0,0,7,0,0,0
Poland,2019,pol,38225885,11.025224388734138,POL,368757100,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Portugal,2019,prt,10343213,16.633395233673784,PRT,62671204,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Qatar,2019,qat,2797921,29.111420612813372,QAT,187826780,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Romania,2019,rou,19501542,13.102754565150109,ROU,105487784,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Russian Federation,2019,rus,146533067,7.3314763231197775,RUS,2419921000,5,0,0,0,4,0,0,0,0,0,1,0,0,0,0
Saudi Arabia,2019,sau,30472811,27.59107087588982,SAU,795167740,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0
Senegal,2019,sen,16352922,24.692819560507584,SEN,31355504,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Sierra Leone,2019,sle,7731991,NA,SLE,15364367,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0
South Africa,2019,zaf,59587885,17.25766016713092,ZAF,577931600,5,0,0,0,4,0,0,0,0,0,0,0,1,0,0
Spain,2019,esp,47435119,15.882452888476985,ESP,307787620,5,0,0,0,2,1,0,0,0,1,0,0,1,0,0
Sri Lanka,2019,lka,22410552,27.69111730114516,LKA,41457700,5,0,0,0,4,1,0,0,0,0,0,0,0,0,0
Suriname,2019,sur,605768,26.580160940885175,SUR,6525825,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sweden,2019,swe,10279125,8.096100278551532,SWE,72984104,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Switzerland,2019,che,8577524,10.843443722273806,CHE,43801396,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Taiwan (Province of China),2019,twn,23674138,24.231043020736614,TWN,298446200,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Tajikistan,2019,tjk,9529966,16.314814814814817,TJK,20030034,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Thailand,2019,tha,71522271,NA,THA,435538200,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0
