Pays,Année,geo,Population,Température,Code,CO2,Catastrophes_totales,Cold wave,Ground movement,Avalanche (wet),Flood (General),Flash flood,Storm (General),Blizzard/Winter storm,Landslide (wet),Heat wave,Forest fire,Tropical cyclone,Severe weather,Hail,Tornado
Uganda,2015,uga,37531446,22.898584179747616,UGA,61474676,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ukraine,2015,ukr,45784896,10.175518925518926,UKR,312214500,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
United Arab Emirates,2015,are,8674633,29.577457264957268,ARE,279210800,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
United States of America,2015,usa,326126497,14.190032817291868,USA,6248505300,21,0,0,0,2,3,0,7,0,0,0,1,2,0,6
Uruguay,2015,ury,3368017,17.112026862026863,URY,44745300,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Uzbekistan,2015,uzb,30749346,16.290140415140417,UZB,178154300,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zambia,2015,zmb,16399089,NA,ZMB,91376856,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Albania,2016,alb,2897867,15.96255371393493,ALB,9100933,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Algeria,2016,dza,40850721,18.50659914057704,DZA,260646420,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Argentina,2016,arg,43900313,16.774410774410775,ARG,443719580,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Australia,2016,aus,24329963,17.449012754476332,AUS,654491140,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Austria,2016,aut,8737915,11.171258034894398,AUT,76328810,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Bahamas,2016,bhs,388055,26.30061728395062,BHS,2645426.2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Bangladesh,2016,bgd,160811932,NA,BGD,217150260,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Barbados,2016,brb,279598,27.54158993247391,BRB,1611842.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belarus,2016,blr,9499064,8.006752608962554,BLR,110495870,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belgium,2016,bel,11332701,10.867249846531616,BEL,123687464,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Belize,2016,blz,364705,27.399938612645798,BLZ,7489811.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Benin,2016,ben,11697842,27.876764886433396,BEN,26624296,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brazil,2016,bra,203218114,22.366840597503582,BRA,2323364900,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Bulgaria,2016,bgr,7127434,11.873848987108657,BGR,56701748,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Burundi,2016,bdi,11239451,NA,BDI,9137423,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Canada,2016,can,36353343,5.155524819425235,CAN,841481150,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Central African Republic,2016,caf,4713663,26.271485573971763,CAF,30395800,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
China,2016,chn,1404052632,16.440390639395616,CHN,11690257000,26,1,3,0,8,1,3,0,2,0,0,6,1,0,1
Colombia,2016,col,47437512,14.348526703499079,COL,236426130,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Costa Rica,2016,cri,4866998,22.960208142026325,CRI,18835370,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Croatia,2016,hrv,4136444,12.684518313327178,HRV,22562222,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cuba,2016,cub,11265612,24.42111724984653,CUB,45978836,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Cyprus,2016,cyp,1237112,NA,CYP,8580132,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Czechia,2016,cze,10531948,9.476058931860036,CZE,119627050,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Denmark,2016,dnk,5728201,8.93769183548189,DNK,54981580,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dominican Republic,2016,dom,10551430,26.73568075117371,DOM,40614380,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Ecuador,2016,ecu,16505139,26.535297728667896,ECU,84675570,3,0,2,0,0,1,0,0,0,0,0,0,0,0,0
Egypt,2016,egy,101644589,23.823302469135804,EGY,337053700,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ethiopia,2016,eth,106718162,17.27916666666667,ETH,227382240,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Finland,2016,fin,5495469,6.0578575813382445,FIN,89420740,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
France,2016,fra,65086855,12.779310344827588,FRA,406949980,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Gabon,2016,gab,2100306,27.20948434622468,GAB,28623610,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gambia,2016,gmb,2283769,26.027163904235728,GMB,3488636.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Georgia,2016,geo,3792057,NA,GEO,9558167,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Germany,2016,deu,82760102,9.502915899324739,DEU,890756030,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Greece,2016,grc,10775504,NA,GRC,79104330,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Guatemala,2016,gtm,16268760,19.71608348680172,GTM,65625800,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Guinea,2016,gin,12073030,27.25471085120208,GIN,45959536,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Guinea-Bissau,2016,gnb,1831893,27.728685749461373,GNB,4986748.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Guyana,2016,guy,763548,NA,GUY,12267582,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Haiti,2016,hti,10671457,29.529890453834117,HTI,16859478,4,0,0,0,3,0,0,0,0,0,0,1,0,0,0
Honduras,2016,hnd,9412380,22.64349294045427,HND,36284984,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Hungary,2016,hun,9810532,11.230509515039902,HUN,58168916,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Iceland,2016,isl,335574,6.079189686924494,ISL,4777199,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
India,2016,ind,1343944296,27.88644184445974,IND,3419054600,14,0,1,1,6,2,0,0,1,1,1,1,0,0,0
Indonesia,2016,idn,264627418,28.656355801785168,IDN,1734725900,13,0,3,0,8,0,0,0,2,0,0,0,0,0,0
Ireland,2016,irl,4753503,9.885819521178638,IRL,66962984,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Israel,2016,isr,8210005,NA,ISR,77982216,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Italy,2016,ita,60478107,14.971150902969086,ITA,396290850,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Japan,2016,jpn,127159951,14.225652841781875,JPN,1241284000,10,1,3,0,1,0,0,0,0,1,0,4,0,0,0
Jordan,2016,jor,10006367,18.881368937998772,JOR,32273452,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kazakhstan,2016,kaz,18363600,11.481071098799632,KAZ,365513400,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenya,2016,ken,48139687,19.9755291005291,KEN,97657290,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Democratic People's Republic of Korea,2016,prk,25698326,11.68190212373038,PRK,62477084,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Republic of Korea,2016,kor,51297839,13.03621853898097,KOR,677874500,3,1,1,0,0,0,0,0,0,0,0,1,0,0,0
Kuwait,2016,kwt,4003971,27.241975308641976,KWT,149897020,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Latvia,2016,lva,1959863,7.656718702173248,LVA,14281468,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lebanon,2016,lbn,6323060,21.893186003683244,LBN,32217244,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Madagascar,2016,mdg,26099952,18.69950890116636,MDG,60306268,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malawi,2016,mwi,17557739,NA,MWI,23819862,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Malaysia,2016,mys,31789685,28.589932473910377,MYS,435535700,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0
Mauritania,2016,mrt,4086657,25.78148148148148,MRT,14938406,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mexico,2016,mex,122251351,20.454384268214056,MEX,750356100,7,0,0,0,2,3,0,0,0,0,0,2,0,0,0
Mongolia,2016,mng,3040812,-1.4659300184162063,MNG,70123060,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Morocco,2016,mar,35023457,17.888123660850933,MAR,106842100,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mozambique,2016,moz,27337105,23.78391651319828,MOZ,78385624,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Myanmar,2016,mmr,51495696,28.02157943067034,MMR,241323700,4,0,1,0,2,0,0,0,1,0,0,0,0,0,0
Namibia,2016,nam,2439213,21.60418633931382,NAM,17304750,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nepal,2016,npl,27955462,18.61755678330264,NPL,53083450,3,0,0,0,1,1,0,0,0,0,1,0,0,0,0
New Zealand,2016,nzl,4714770,16.046500920810313,NZL,81356510,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Nicaragua,2016,nic,6232666,28.161922252831346,NIC,40178370,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Nigeria,2016,nga,195443700,29.023173726212402,NGA,408608670,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Norway,2016,nor,5235983,5.834100675260896,NOR,74205280,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oman,2016,omn,4390877,28.312414266117973,OMN,104521940,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Pakistan,2016,pak,220138869,24.978191000918276,PAK,450793730,7,0,1,0,3,3,0,0,0,0,0,0,0,0,0
Panama,2016,pan,4029086,27.22885802469136,PAN,21814862,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Peru,2016,per,30866494,NA,PER,138855330,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0
Philippines,2016,phl,106735719,28.699048496009823,PHL,257656600,11,0,1,0,2,0,1,0,0,0,0,7,0,0,0
Poland,2016,pol,38263265,9.925260896255372,POL,368233060,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Portugal,2016,prt,10346372,16.7963474524248,PRT,63091736,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Qatar,2016,qat,2599372,28.9060773480663,QAT,174933170,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Romania,2016,rou,19777051,12.05693677102517,ROU,99327920,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Russian Federation,2016,rus,145778677,6.186924493554328,RUS,2468241700,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0
Saudi Arabia,2016,sau,30717808,27.07681092694905,SAU,777778600,3,0,0,0,1,1,0,1,0,0,0,0,0,0,0
Senegal,2016,sen,15034521,24.89364640883978,SEN,30414502,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Sierra Leone,2016,sle,7205328,NA,SLE,18683212,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South Africa,2016,zaf,57259551,17.426028238182933,ZAF,568615400,3,0,0,0,1,1,0,0,0,1,0,0,0,0,0
Spain,2016,esp,46732771,15.907560875792921,ESP,313607200,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Sri Lanka,2016,lka,21910772,27.987875997544506,LKA,46736996,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Suriname,2016,sur,587757,26.716617210682493,SUR,6818486.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sweden,2016,swe,9923280,7.709177409453653,SWE,75775430,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Switzerland,2016,che,8374901,10.212707182320443,CHE,46344548,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taiwan (Province of China),2016,twn,23586143,23.73496009821977,TWN,303617250,5,1,1,0,0,0,0,0,0,0,0,3,0,0,0
Tajikistan,2016,tjk,8865631,16.956535047444138,TJK,17574174,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Thailand,2016,tha,70859841,NA,THA,461967040,4,1,0,0,2,1,0,0,0,0,0,0,0,0,0
Togo,2016,tgo,7858289,27.87415592387968,TGO,10572724,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tunisia,2016,tun,11528674,19.820902394106813,TUN,45428350,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Turkmenistan,2016,tkm,6360041,18.229128299570288,TKM,120362730,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uganda,2016,uga,38799152,23.226048362412,UGA,59715424,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Ukraine,2016,ukr,45616832,9.224677716390424,UKR,324640540,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0
United Arab Emirates,2016,are,9030873,29.134515039901782,ARE,281605630,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
United States of America,2016,usa,329179427,14.62014230002084,USA,6146356700,23,0,1,0,4,1,1,4,0,0,4,2,4,1,1
Uruguay,2016,ury,3379283,16.493725130088766,URY,43500350,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Uzbekistan,2016,uzb,31284568,16.7487722529159,UZB,186801950,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zambia,2016,zmb,16914423,NA,ZMB,94435820,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Albania,2017,alb,2898242,15.769254185692542,ALB,9765720,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Algeria,2017,dza,41689299,18.331050228310502,DZA,267286860,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Argentina,2017,arg,44288894,17.85433789954338,ARG,421576700,3,0,0,0,2,0,0,0,1,0,0,0,0,0,0
Australia,2017,aus,24731038,17.47535940545809,AUS,685722100,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Austria,2017,aut,8798778,11.306392694063927,AUT,78939010,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Bahamas,2017,bhs,390485,26.89315068493151,BHS,2906667,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Bangladesh,2017,bgd,162186147,NA,BGD,226874140,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Barbados,2017,brb,280171,27.05048409405256,BRB,1598821.2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Belarus,2017,blr,9495790,7.8309906291834,BLR,111542050,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belgium,2017,bel,11376581,11.184627092846272,BEL,122870780,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belize,2017,blz,373202,27.366666666666667,BLZ,7194563.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Benin,2017,ben,12039780,27.863013698630137,BEN,26331498,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brazil,2017,bra,204703445,22.30958904109589,BRA,2268588000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bulgaria,2017,bgr,7075636,11.474429223744293,BGR,58864904,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Burundi,2017,bdi,11506762,NA,BDI,9402569,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Canada,2017,can,36808497,4.420787545787546,CAN,855190660,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Central African Republic,2017,caf,4793511,26.312024353120243,CAF,29680962,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0
China,2017,chn,1412354727,16.67613394216134,CHN,11935866000,22,0,4,0,9,1,0,0,3,0,0,4,1,0,0
Colombia,2017,col,48131078,13.950228310502284,COL,310283700,5,0,0,0,3,0,0,0,1,0,0,1,0,0,0
Costa Rica,2017,cri,4913177,22.71293759512938,CRI,17498768,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Croatia,2017,hrv,4079200,13.09558599695586,HRV,23102234,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Cuba,2017,cub,11247829,24.34931506849315,CUB,40235360,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Cyprus,2017,cyp,1254275,NA,CYP,8954551,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Czechia,2017,cze,10541342,9.313698630136987,CZE,118500744,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Denmark,2017,dnk,5765168,8.863774733637747,DNK,53164940,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dominican Republic,2017,dom,10666843,26.727884909703093,DOM,39592948,3,0,0,0,0,0,1,0,0,0,0,2,0,0,0
Ecuador,2017,ecu,16759519,25.979604261796045,ECU,76180590,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Egypt,2017,egy,103696057,23.346727549467275,EGY,361696960,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ethiopia,2017,eth,109666481,16.918209876543212,ETH,225022380,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Finland,2017,fin,5508396,6.009436834094369,FIN,88048040,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
France,2017,fra,65284776,13.118112633181127,FRA,420274780,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Gabon,2017,gab,2156900,26.870167427701677,GAB,30402680,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gambia,2017,gmb,2342189,26.282312925170068,GMB,3391456.2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Georgia,2017,geo,3792859,NA,GEO,9209911,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Germany,2017,deu,83104007,9.329680365296804,DEU,875440700,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Greece,2017,grc,10753533,NA,GRC,82052410,3,0,2,0,0,1,0,0,0,0,0,0,0,0,0
Guatemala,2017,gtm,16567357,19.35083713850837,GTM,62626576,6,0,1,0,3,0,0,0,1,0,0,1,0,0,0
Guinea,2017,gin,12385659,27.463546641197073,GIN,47725868,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Guinea-Bissau,2017,gnb,1877072,27.72435312024353,GNB,5046844.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Guyana,2017,guy,768479,NA,GUY,5978996.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Haiti,2017,hti,10817754,29.434371184371187,HTI,16404354,5,0,0,0,2,0,1,0,0,0,0,2,0,0,0
Honduras,2017,hnd,9588137,21.872146118721464,HND,33992556,3,0,0,0,2,0,0,0,0,0,0,1,0,0,0
Hungary,2017,hun,9785604,11.234246575342466,HUN,60386430,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Iceland,2017,isl,343531,5.527701674277017,ISL,4966423,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
India,2017,ind,1359657400,27.627762536198752,IND,3486593500,14,0,0,1,6,2,0,0,2,1,0,2,0,0,0
Indonesia,2017,idn,267346658,28.603174603174605,IDN,1714376600,9,0,1,0,2,3,0,0,2,0,0,1,0,0,0
Ireland,2017,irl,4810261,10.11613394216134,IRL,66253320,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Israel,2017,isr,8361797,NA,ISR,75075110,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Italy,2017,ita,60390318,14.933866057838662,ITA,392250500,3,0,2,0,0,0,0,0,0,0,0,0,1,0,0
Japan,2017,jpn,127064690,13.690613901572807,JPN,1228455800,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0
Jordan,2017,jor,10234226,18.743683409436834,JOR,33701188,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kazakhstan,2017,kaz,18651931,11.184627092846272,KAZ,393249500,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenya,2017,ken,49197766,20.3611911623439,KEN,93842210,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Democratic People's Republic of Korea,2017,prk,25817709,11.252511415525115,PRK,94451500,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Republic of Korea,2017,kor,51486270,12.297412480974126,KOR,695344450,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Kuwait,2017,kwt,4154685,27.594536525475753,KWT,142298200,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Latvia,2017,lva,1942594,7.311415525114156,LVA,14560276,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lebanon,2017,lbn,6160128,21.634680134680135,LBN,34423916,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Madagascar,2017,mdg,26788375,19.002739726027396,MDG,59579572,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Malawi,2017,mwi,18039715,NA,MWI,24101804,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Malaysia,2017,mys,32355644,27.921156773211568,MYS,411639360,3,0,0,0,2,0,1,0,0,0,0,0,0,0,0
Mauritania,2017,mrt,4210600,25.71864847303444,MRT,16499040,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Mexico,2017,mex,123400057,20.517475221700575,MEX,738970000,6,0,2,0,0,0,0,0,0,0,0,4,0,0,0
Mongolia,2017,mng,3104364,-0.48691019786910206,MNG,83383640,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Morocco,2017,mar,35446392,17.89406392694064,MAR,101939624,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Mozambique,2017,moz,28166393,23.570094888276707,MOZ,75943610,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Myanmar,2017,mmr,51894938,28.02709284627093,MMR,243905180,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Namibia,2017,nam,2506853,20.5945987654321,NAM,17510834,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Nepal,2017,npl,28011258,18.642922374429226,NPL,56621530,3,0,0,0,2,0,0,0,1,0,0,0,0,0,0
New Zealand,2017,nzl,4812752,15.845662100456622,NZL,85890640,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Nicaragua,2017,nic,6316231,27.494672754946727,NIC,40446060,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Nigeria,2017,nga,200254579,28.772527100271002,NGA,414033400,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Norway,2017,nor,5276802,5.485844748858447,NOR,74572180,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oman,2017,omn,4537396,27.370521541950115,OMN,104607870,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Pakistan,2017,pak,223273967,24.718106995884774,PAK,496970080,3,0,0,1,1,1,0,0,0,0,0,0,0,0,0
Panama,2017,pan,4098707,26.81940618304255,PAN,22849208,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Peru,2017,per,31324637,NA,PER,144303980,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0
Philippines,2017,phl,108119693,28.39025875190259,PHL,270508350,14,0,3,0,2,1,2,0,0,0,0,6,0,0,0
Poland,2017,pol,38254959,9.559208523592085,POL,382816480,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Portugal,2017,prt,10330844,17.128158295281583,PRT,69517730,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Qatar,2017,qat,2706709,29.093759512937595,QAT,186889340,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Romania,2017,rou,19689401,11.888736681887368,ROU,102292730,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Russian Federation,2017,rus,146186799,5.817047184170472,RUS,2461815600,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Saudi Arabia,2017,sau,30782402,27.457188644688646,SAU,749783940,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Senegal,2017,sen,15475002,25.162100456621005,SEN,29404590,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sierra Leone,2017,sle,7379299,NA,SLE,17779006,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South Africa,2017,zaf,57635162,17.025722983257232,ZAF,554205300,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Spain,2017,esp,46868596,15.958092338914257,ESP,330348400,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Sri Lanka,2017,lka,22087522,27.59710806697108,LKA,43654670,3,0,0,0,2,0,0,0,0,0,0,1,0,0,0
Suriname,2017,sur,593713,26.432234432234434,SUR,6333196,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sweden,2017,swe,10057862,7.483561643835617,SWE,75909460,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Switzerland,2017,che,8453628,10.427803145611366,CHE,45510910,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taiwan (Province of China),2017,twn,23632948,23.912785388127855,TWN,309262240,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Tajikistan,2017,tjk,9085946,16.55662100456621,TJK,18197072,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Thailand,2017,tha,71160187,NA,THA,454474850,4,0,0,0,2,0,0,0,0,0,0,2,0,0,0
